iter	Passed	Remaining
201	101073	149107
202	101555	148580
203	102045	148066
204	102531	147546
205	103032	147045
206	103534	146548
207	104019	146027
208	104516	145523
209	105007	145010
210	105483	144477
211	105951	143934
212	106457	143442
213	106954	142938
214	107430	142408
215	107907	141878
216	108402	141372
217	108898	140868
218	109444	140429
219	109945	139930
220	110422	139401
221	110915	138894
222	111392	138366
223	111860	137827
224	112329	137291
225	112826	136789
226	113313	136275
227	113805	135767
228	114327	135295
229	114825	134795
230	115304	134272
231	115820	133792
232	116294	133264
233	116763	132731
234	117253	132221
235	117730	131698
236	118221	131191
237	118689	130658
238	119159	130127
239	119657	129628
240	120160	129134
241	120651	128628
242	121132	128110
243	121625	127607
244	122101	127085
245	122573	126559
246	123072	126062
247	123571	125564
248	124056	125052
249	124552	124552
250	125074	124078
251	125583	123589
252	126070	123080
253	126555	122569
254	127045	122063
255	127526	121549
256	128007	121034
257	128482	120514
258	128972	120009
259	129447	119489
260	129918	118967
261	130392	118448
262	130886	117947
263	131375	117441
264	131864	116936
265	132370	116445
266	132849	115932
267	133328	115418
268	133803	114901
269	134301	114404
270	134805	113912
271	135306	113418
272	135807	112924
273	136283	112409
274	136761	111895
275	137273	111410
276	137752	110898
277	138232	110386
278	138722	109884
279	139239	109402
280	139710	108884
281	140217	108394
282	140709	107893
283	141225	107410
284	141730	106919
285	142286	106466
286	142818	105994
287	143325	105503
288	143814	104999
289	144304	104496
290	144797	103995
291	145315	103512
292	145805	103009
293	146272	102490
294	146783	102002
295	147269	101496
296	147753	100989
297	148247	100490
298	148732	99983
299	149230	99486
300	149698	98970
301	150193	98471
302	150700	97980
303	151175	97468
304	151672	96970
305	152155	96464
306	152648	95964
307	153133	95459
308	153607	94948
309	154074	94432
310	154572	93936
311	155085	93449
312	155560	92938
313	156033	92427
314	156533	91932
315	157019	91429
316	157495	90919
317	157967	90409
318	158438	89897
319	158932	89399
320	159405	88889
321	159880	88381
322	160359	87875
323	160836	87367
324	161314	86861
325	161818	86369
326	162296	85863
327	162789	85365
328	163308	84880
329	163838	84401
330	164320	83897
331	164792	83388
332	165267	82882
333	165745	82376
334	166230	81874
335	166700	81365
336	167188	80865
337	167664	80359
338	168130	79849
339	168632	79356
340	169128	78860
341	169621	78362
342	170096	77857
343	170610	77369
344	171118	76879
345	171721	76430
346	172245	75946
347	172862	75503
348	173391	75020
349	173870	74515
350	174370	74020
351	174850	73516
352	175369	73029
353	175845	72523
354	176324	72019
355	176796	71513
356	177313	71024
357	177816	70530
358	178342	70045
359	178831	69545
360	179373	69066
361	179869	68568
362	180373	68074
363	180870	67578
364	181346	67073
365	181853	66580
366	182333	66077
367	182825	65578
368	183347	65090
369	183821	64585
370	184309	64086
371	184803	63588
372	185281	63085
373	185819	62602
374	186311	62103
375	186815	61609
376	187317	61114
377	187803	60613
378	188336	60128
379	188824	59628
380	189316	59130
381	189793	58627
382	190267	58123
383	190736	57618
384	191221	57117
385	191701	56616
386	192193	56118
387	192682	55619
388	193149	55114
389	193621	54611
390	194114	54113
391	194613	53618
392	195093	53116
393	195584	52619
394	196058	52116
395	196530	51613
396	197004	51112
397	197502	50616
398	197994	50118
399	198473	49618
400	198999	49129
401	199474	48628
402	199976	48133
403	200448	47631
404	200941	47134
405	201434	46637
406	201940	46143
407	202413	45642
408	202981	45162
409	203510	44673
410	204002	44175
411	204513	43682
412	205033	43191
413	205524	42693
414	206002	42193
415	206486	41694
416	206989	41199
417	207466	40699
418	207975	40205
419	208479	39710
420	208951	39209
421	209440	38711
422	209924	38213
423	210393	37712
424	210908	37219
425	211388	36720
426	211886	36224
427	212356	35723
428	212831	35223
429	213337	34729
430	213812	34229
431	214283	33729
432	214759	33230
433	215254	32734
434	215733	32236
435	216204	31736
436	216672	31236
437	217178	30742
438	217645	30242
439	218138	29746
440	218606	29246
441	219169	28759
442	219678	28265
443	220264	27781
444	220755	27284
445	221234	26786
446	221703	26287
447	222172	25787
448	222667	25291
449	223159	24795
450	223632	24297
451	224098	23798
452	224595	23302
453	225061	22803
454	225550	22307
455	226048	21811
456	226537	21315
457	227002	20816
458	227492	20320
459	227961	19822
460	228427	19324
461	228894	18826
462	229362	18329
463	229847	17833
464	230325	17336
465	230791	16838
466	231285	16343
467	231756	15846
468	232227	15349
469	232697	14853
470	233188	14357
471	233695	13863
472	234162	13366
473	234633	12870
474	235119	12374
475	235589	11878
476	236079	11383
477	236577	10888
478	237048	10392
479	237519	9896
480	237985	9400
481	238455	8904
482	238923	8409
483	239441	7915
484	239910	7419
485	240379	6924
486	240849	6429
487	241315	5933
488	241820	5439
489	242302	4944
490	242769	4449
491	243251	3955
492	243740	3460
493	244210	2966
494	244682	2471
495	245147	1976
496	245650	1482
497	246119	988
498	246586	494
499	247082	0
